员工ID,员工姓名,员工性别,员工电话,员工邮箱,员工状态,员工职位,员工部门,员工入职时间,员工离职时间,备注
9052,李畅,男,18511912524,qiang18@example.net,在职,市场专员,市场部,2014-09-09,,提高汽车就是重要活动首页没有不会.
9053,马霞,男,13319430919,chao00@example.org,离职,销售经理,销售部,2017-08-06,2019-12-10,
9054,黄晶,女,13025859795,guiyingyao@example.org,在职,财务主管,财务部,2014-04-20,,
9055,徐瑞,男,13251669584,xyu@example.com,在职,销售经理,销售部,2014-11-11,,
9056,任春梅,男,18543043144,yanli@example.net,在职,财务主管,财务部,2013-06-29,,
9057,张雪梅,男,18197952857,duxiuying@example.net,在职,销售经理,销售部,2020-06-02,,
9058,许成,男,15005648597,xiulan61@example.org,在职,人事经理,人事部,2017-10-03,,
9059,陶淑兰,女,15055081562,guiyingduan@example.net,在职,人事经理,人事部,2019-11-21,,
9060,杨杰,女,13545499861,lxie@example.org,离职,后端工程师,技术部,2013-07-08,2018-01-24,
9061,郭桂荣,男,13042263039,dxiong@example.com,在职,市场经理,市场部,2018-04-14,,政府回复原因位置您的以后他的不会.
9062,李红,女,15871602403,li18@example.com,在职,人事经理,人事部,2020-10-21,,
9063,丰亮,女,13880748907,izhong@example.org,在职,HR专员,人事部,2017-01-29,,
9064,梁瑞,男,13158184131,fli@example.com,离职,销售经理,销售部,2013-08-13,2016-09-07,根据系列部门学习电子.
9065,王波,女,13600104534,zhonglei@example.net,在职,后端工程师,技术部,2015-03-20,,
9066,廖斌,男,18596593700,shiyong@example.com,在职,市场经理,市场部,2014-06-21,,
9067,尹博,男,18599229775,chenjie@example.org,在职,会计,财务部,2014-03-06,,
9068,陈桂芝,男,13392416040,hanlei@example.org,在职,销售经理,销售部,2019-04-13,,
9069,覃洋,女,15126235407,licui@example.org,在职,测试工程师,技术部,2018-04-18,,
9070,范宇,男,13237949323,uyu@example.com,在职,财务主管,财务部,2017-09-26,,
9071,石磊,女,13708868952,min33@example.org,在职,HR专员,人事部,2016-07-07,,
9072,梁兰英,男,15164210112,qhe@example.net,在职,架构师,技术部,2020-08-14,,
9073,赵秀英,男,13790171950,nqian@example.net,在职,测试工程师,技术部,2013-08-23,,为了程序报告实现市场社会作品.
9074,夏敏,男,18117164781,xiulanpeng@example.com,在职,人事经理,人事部,2018-09-18,,
9075,张鑫,男,18503550378,xiulangong@example.net,在职,人事经理,人事部,2015-08-03,,
9076,何丽,男,13475236554,linlei@example.net,在职,会计,财务部,2015-04-27,,
9077,邱秀兰,男,15993723529,jmeng@example.com,在职,市场经理,市场部,2015-04-04,,
9078,程玉,女,14577481044,fengna@example.net,离职,人事经理,人事部,2017-05-17,2019-10-30,
9079,董波,男,14776224356,chao85@example.com,在职,市场经理,市场部,2015-11-30,,方式部门也是上海资料要求.
9080,符艳,男,15185727604,lulei@example.net,离职,销售经理,销售部,2016-12-04,2019-07-27,提供提高能够发展.
9081,徐瑜,女,13394548717,zhuqiang@example.net,离职,人事经理,人事部,2015-10-23,2017-10-23,
9082,唐勇,女,18591467179,zhoujing@example.net,在职,会计,财务部,2013-09-03,,之间威望公司.
9083,罗坤,男,15764803670,jiexiang@example.com,在职,前端工程师,技术部,2020-01-30,,主要因此这是对于网上帖子要求.
9084,郭丽,女,15584093942,chaoxiong@example.com,在职,销售经理,销售部,2015-04-11,,
9085,张丽丽,女,13906649379,xiuyingmao@example.net,在职,销售经理,销售部,2016-05-06,,之间标题文章一般那些.
9086,孙磊,男,18082119087,jingpan@example.org,在职,市场专员,市场部,2014-07-14,,帖子注意主题过程社区她的.
9087,王淑珍,女,18186733350,fangzheng@example.org,在职,市场经理,市场部,2017-11-28,,
9088,金娟,女,13612569875,ming67@example.com,在职,市场专员,市场部,2016-03-30,,
9089,张桂兰,男,13223542265,qiangqian@example.org,在职,后端工程师,技术部,2014-07-21,,注意拥有过程单位以下操作.
9090,戴鑫,男,18246171816,jxiong@example.net,离职,测试工程师,技术部,2019-01-01,2019-03-17,说明企业发现认为登录当前大学.
9091,林小红,女,18911422777,tianfang@example.net,在职,销售经理,销售部,2020-04-17,,社区一定这里还有.
9092,陈丽,女,13225392708,hshao@example.org,在职,架构师,技术部,2020-08-18,,登录作者提高技术文化.
9093,张鹏,男,18520430612,nfu@example.net,在职,销售代表,销售部,2019-12-20,,
9094,李秀兰,女,14781026672,qiang84@example.com,在职,销售经理,销售部,2016-04-17,,
9095,霍畅,男,15153956654,xia45@example.net,在职,财务主管,财务部,2019-04-27,,
9096,任兵,女,15022310369,xjiang@example.net,在职,市场经理,市场部,2013-11-08,,
9097,曾坤,女,15555562586,duping@example.com,在职,人事经理,人事部,2020-09-15,,工程资源所有如此.
9098,蒋淑珍,女,18780235909,mofang@example.net,在职,市场经理,市场部,2015-04-23,,等级朋友各种自己作者客户解决.
9099,王华,男,13545363516,duguiying@example.org,离职,市场专员,市场部,2020-03-13,2020-09-19,
9100,孙玲,男,18626492966,qiangma@example.net,在职,出纳,财务部,2015-06-09,,
9101,潘兰英,男,15502156701,yang31@example.com,在职,HR专员,人事部,2013-09-07,,只有拥有积分学习她的一种关于.
9102,彭洁,男,15944086176,thu@example.org,在职,出纳,财务部,2015-01-15,,
9103,赵斌,男,15128486848,xlai@example.com,在职,后端工程师,技术部,2014-06-04,,
9104,陈颖,男,14703050931,fang90@example.org,在职,销售经理,销售部,2016-10-04,,
9105,区红霞,男,15040592470,sshao@example.org,在职,销售代表,销售部,2020-06-24,,标题点击朋友进入无法电脑不能合作.
9106,王梅,男,13141334568,qinjie@example.org,离职,市场经理,市场部,2017-01-04,2019-11-14,
9107,张淑兰,女,13690041636,gzeng@example.net,在职,HR专员,人事部,2014-11-20,,准备其实密码起来.
9108,匡霞,男,18026315633,cfang@example.org,在职,销售代表,销售部,2017-09-22,,
9109,张超,女,15351377585,xzhou@example.com,在职,HR专员,人事部,2016-04-29,,
9110,方桂英,女,15309359752,baiqiang@example.org,在职,市场专员,市场部,2014-02-04,,
9111,施佳,男,13890653485,gang72@example.net,在职,测试工程师,技术部,2016-10-26,,
9112,张柳,女,18608014101,qiuming@example.org,在职,市场专员,市场部,2015-05-30,,
9113,王涛,男,15306451663,qiangliu@example.org,在职,人事经理,人事部,2020-05-02,,
9114,王坤,女,15745910000,chengming@example.net,在职,市场专员,市场部,2018-11-29,,他们状态一些一切因为都是科技一些.
9115,刘兰英,男,13903389745,cxiong@example.com,在职,市场经理,市场部,2017-11-20,,原因现在然后中文深圳质量.
9116,林建,女,13140064896,btao@example.org,在职,架构师,技术部,2016-10-12,,
9117,冯玉珍,男,18567012769,yxia@example.org,在职,人事经理,人事部,2020-03-18,,
9118,由旭,男,18647713984,odu@example.com,在职,人事经理,人事部,2015-02-20,,
9119,胡凤英,男,15805529617,xuguiying@example.net,在职,销售代表,销售部,2019-05-13,,
9120,徐淑华,男,18599582954,pingpan@example.org,在职,销售代表,销售部,2015-12-26,,
9121,谭强,女,15719237472,ebai@example.com,在职,销售经理,销售部,2013-07-24,,
9122,牛玉,男,15883982892,xueyong@example.net,在职,销售经理,销售部,2013-08-15,,大家法律游戏详细上海结果.
9123,王莉,男,13398921588,taojing@example.org,在职,销售代表,销售部,2017-05-27,,
9124,苏玉兰,女,13590428822,guiyingchen@example.com,离职,人事经理,人事部,2019-09-23,2020-02-09,经济浏览应用很多地方.
9125,雷秀芳,男,18662513951,junwang@example.org,在职,人事经理,人事部,2017-08-31,,
9126,李欣,男,18742115510,yangguiying@example.com,在职,市场经理,市场部,2013-06-08,,完全我的地方资料因为.
9127,韦阳,男,15902224575,qiangzhong@example.org,离职,测试工程师,技术部,2017-01-13,2019-02-27,
9128,杨淑珍,男,15176405984,laili@example.com,离职,销售代表,销售部,2017-04-07,2017-12-12,产品无法标准活动来源.
9129,李畅,男,13327473908,jinghao@example.com,在职,出纳,财务部,2020-12-13,,
9130,陈柳,男,18140411432,na12@example.org,离职,市场专员,市场部,2017-02-19,2017-07-15,
9131,罗伟,男,18921867894,hqiao@example.com,在职,市场专员,市场部,2014-04-30,,项目必须简介政府研究美国地区.
9132,郑瑞,女,13297322607,fang79@example.net,在职,人事经理,人事部,2017-10-28,,
9133,胡淑兰,女,18063886088,juanyao@example.com,在职,出纳,财务部,2019-10-19,,那些成为支持不断对于价格.
9134,王小红,女,15060366583,lintao@example.org,在职,人事经理,人事部,2017-11-26,,欢迎项目原因下载建设社区.
9135,鲍阳,男,18178328183,chaozhao@example.org,离职,后端工程师,技术部,2016-07-27,2017-02-25,
9136,丁凯,女,15211545026,pbai@example.net,在职,会计,财务部,2017-06-29,,
9137,杨桂英,女,13836274527,minxiang@example.com,离职,前端工程师,技术部,2015-06-05,2016-10-19,设计基本那么会员成为是否.
9138,吕婷,男,15857345704,baiyan@example.net,在职,后端工程师,技术部,2014-07-07,,社区她的操作世界以后广告文件.
9139,贺秀英,男,13502008274,jiangyan@example.org,在职,销售经理,销售部,2018-06-17,,
9140,赵涛,男,14518779293,yujuan@example.org,在职,销售经理,销售部,2014-12-11,,
9141,王淑兰,女,13102165567,jingqian@example.org,离职,销售经理,销售部,2014-02-26,2020-05-08,东西一定责任社会而且广告.
9142,牟英,女,18838618313,li23@example.com,在职,市场专员,市场部,2019-04-23,,知道目前事情介绍方面管理.
9143,覃莹,女,15556096458,wding@example.org,在职,人事经理,人事部,2014-08-03,,
9144,冷静,男,13121271778,zmo@example.com,在职,人事经理,人事部,2015-06-24,,
9145,朱淑英,男,18538620298,na78@example.org,在职,销售经理,销售部,2019-04-24,,本站这个一定出来内容直接.
9146,吴磊,女,13872026797,leicheng@example.net,在职,销售代表,销售部,2019-12-26,,
9147,苏辉,男,14758379821,jing37@example.com,在职,后端工程师,技术部,2018-10-17,,
9148,徐玲,男,18984180029,liangming@example.net,在职,销售经理,销售部,2016-10-16,,
9149,韩玲,男,15717398051,zhaoping@example.com,在职,后端工程师,技术部,2018-02-11,,那么管理大家北京.
9150,徐丹丹,男,18917272881,axiao@example.org,在职,后端工程师,技术部,2014-04-06,,
9151,董玉珍,女,13588559706,liuqiang@example.com,在职,出纳,财务部,2020-06-10,,看到项目一次生产.
9152,曾磊,女,13086125484,hzheng@example.com,在职,人事经理,人事部,2020-05-21,,
9153,兰雪梅,女,15810252023,konglei@example.com,在职,销售经理,销售部,2015-06-09,,完成点击当前经济选择教育.
9154,童洋,男,15900233783,xia68@example.net,在职,市场经理,市场部,2015-05-29,,
9155,朱小红,男,13763687177,jun82@example.com,离职,出纳,财务部,2014-02-13,2015-10-26,国际汽车国家有些.
9156,李平,男,13731066097,guiying86@example.org,离职,市场专员,市场部,2020-01-19,2020-01-20,
9157,陆畅,女,13192688821,lifang@example.net,在职,市场经理,市场部,2018-12-02,,
9158,赫丽,男,18067124572,xiuyingren@example.net,在职,销售经理,销售部,2016-09-10,,
9159,赖宁,女,13805309293,xiegang@example.net,在职,后端工程师,技术部,2018-09-27,,
9160,井秀云,男,15378734606,xiangjun@example.org,在职,人事经理,人事部,2014-09-05,,
9161,陈娜,男,18189772950,jie61@example.net,在职,销售代表,销售部,2019-08-01,,
9162,艾晶,女,15774409862,lkong@example.net,在职,人事经理,人事部,2017-12-17,,
9163,王淑兰,男,15910533417,gangsu@example.net,在职,市场专员,市场部,2018-09-07,,状态还有全国设备怎么一直.
9164,张淑英,女,14512881505,mingjin@example.org,在职,测试工程师,技术部,2013-10-01,,那么研究国际.
9165,邓丽,女,15883270151,juan28@example.com,在职,财务主管,财务部,2018-04-13,,
9166,佟平,男,13471483452,shaojing@example.org,在职,销售经理,销售部,2015-09-27,,历史文化加入.
9167,夏荣,女,18094938592,jiangchao@example.net,在职,人事经理,人事部,2013-10-22,,生产孩子电子得到进行网络.
9168,汤秀兰,女,15105060975,xiongchao@example.net,在职,人事经理,人事部,2015-12-14,,
9169,刘琴,男,15588928202,pingli@example.net,在职,销售代表,销售部,2014-10-01,,
9170,李琳,男,18079222510,hqiao@example.org,在职,HR专员,人事部,2018-01-04,,密码最后内容公司她的他的.
9171,程金凤,女,15506268990,xiulan72@example.com,在职,销售代表,销售部,2015-08-13,,
9172,辜利,女,13817052056,xia69@example.net,离职,销售经理,销售部,2019-02-11,2020-03-05,
9173,廖倩,男,18714532670,gyi@example.com,在职,测试工程师,技术部,2015-01-22,,
9174,张冬梅,男,15376421310,jiegong@example.net,在职,财务主管,财务部,2019-07-08,,
9175,宋桂芝,女,15241651659,yangwan@example.org,离职,HR专员,人事部,2020-11-11,2020-12-04,是一一样各种联系通过学校可能国家.
9176,吕博,女,15109108979,wangyang@example.org,在职,销售代表,销售部,2016-03-29,,
9177,崔成,男,13954553578,renyong@example.com,离职,市场经理,市场部,2015-04-14,2017-10-06,电话日期你们一点其他其中只是.
9178,陈敏,女,13432373141,qinyang@example.com,在职,前端工程师,技术部,2014-08-03,,
9179,尹慧,男,13211678504,xiuyinghao@example.com,在职,HR专员,人事部,2019-07-15,,
9180,路瑜,女,14534717356,min67@example.org,在职,销售代表,销售部,2019-10-28,,作为记者就是最后到了查看.
9181,黄丹丹,男,15988532800,iye@example.org,离职,销售经理,销售部,2018-08-13,2019-07-23,
9182,黄斌,男,15219916334,zhangtao@example.com,在职,后端工程师,技术部,2015-11-17,,
9183,姚秀芳,女,18251841994,yanyan@example.net,离职,架构师,技术部,2015-05-08,2019-04-08,她的有些希望或者如此.
9184,马淑华,女,13475217057,jun20@example.com,在职,市场经理,市场部,2014-06-14,,
9185,王波,男,18160399174,kwen@example.org,在职,市场专员,市场部,2020-12-28,,部门是一企业直接的是活动网上.
9186,唐勇,女,15359600753,maojun@example.com,在职,会计,财务部,2020-02-22,,以及拥有国家有关都是.
9187,马伟,男,15091064578,qding@example.com,在职,销售代表,销售部,2019-06-18,,
9188,鞠霞,男,15680775636,cxie@example.com,在职,市场经理,市场部,2013-11-28,,提高有关这样电子我们文化正在部分.
9189,饶淑华,女,14719403871,panlei@example.com,在职,销售经理,销售部,2014-04-25,,
9190,杨秀英,女,15873734020,fang07@example.net,在职,销售代表,销售部,2014-01-08,,
9191,姜涛,男,18682797817,minjiang@example.com,在职,后端工程师,技术部,2019-11-09,,完全已经以上朋友广告正在而且.
9192,李秀梅,男,15707493171,tao13@example.org,在职,销售经理,销售部,2014-10-21,,
9193,王桂珍,男,18020132142,ming45@example.org,在职,市场经理,市场部,2017-03-09,,
9194,赵畅,女,18109607269,juanwu@example.com,在职,销售经理,销售部,2018-03-19,,网络地址开始电子论坛查看出来能力.
9195,霍丽,女,14539627491,min09@example.org,在职,市场专员,市场部,2013-07-27,,情况简介情况只有应该重要.
9196,马丽丽,女,18911206057,yangcao@example.org,在职,市场经理,市场部,2017-08-05,,
9197,郭建军,女,13610124634,iwan@example.com,在职,市场专员,市场部,2017-12-07,,文件安全直接处理.
9198,姚玉,男,13455474954,ipeng@example.com,在职,HR专员,人事部,2013-12-24,,
9199,王斌,女,15850526373,xiayuan@example.com,离职,财务主管,财务部,2017-06-29,2018-02-18,
9200,向建军,男,14514842485,hanjuan@example.com,在职,销售经理,销售部,2019-12-08,,
9201,刘玉兰,女,13581667347,tao40@example.com,离职,后端工程师,技术部,2015-06-25,2017-11-09,就是东西我的经验.
9202,丁健,女,13821959507,yonggong@example.net,在职,会计,财务部,2019-04-13,,
9203,何云,男,13222439940,qiaolei@example.com,在职,架构师,技术部,2020-09-03,,
9204,林玉华,女,18869256635,pshao@example.net,在职,市场专员,市场部,2020-05-01,,
